"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRB","BB","Barbados","Count_Person_Urban","1994","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",93984,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","1995","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",93197,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","1996","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",92350,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","1997","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",91459,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","1998","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",90548,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","1999","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",89655,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2000","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88648,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2001","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88251,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2002","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88307,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2003","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88328,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2004","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88307,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2005","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88246,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2006","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88145,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2007","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88036,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2008","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87967,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2009","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87892,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2010","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87720,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2011","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87536,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2012","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87382,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2013","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87267,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2014","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87201,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2015","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87182,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2016","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87215,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2017","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87298,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2018","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87433,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2019","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87618,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2020","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",87864,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2021","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88160,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2022","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88433,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Urban","2023","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",88724,"Population Living in Urban Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1960","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",145977,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1961","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",147235,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1962","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",148375,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1963","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",149673,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1964","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",151010,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1965","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",152381,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1966","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",153823,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1967","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",154958,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1968","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",155685,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1969","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",156070,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1970","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",155742,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1971","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",154960,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1972","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",154613,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1973","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",154371,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1974","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",153997,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1975","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",153581,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1976","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",153083,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1977","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",152533,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1978","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",151821,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1979","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",150988,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1980","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",150658,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1981","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",151796,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1982","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",152986,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1983","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",154224,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1984","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",155483,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1985","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",156726,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1986","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",157912,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1987","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",159014,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1988","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",160012,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1989","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",160921,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1990","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",161950,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1991","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",163389,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1992","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",164897,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1993","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",166319,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1994","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",167636,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1995","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",168842,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1996","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",169934,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1997","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",170933,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1998","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",171888,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","1999","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",172862,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2000","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",173415,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2001","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",174174,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2002","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",175841,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2003","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",177448,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2004","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",178991,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2005","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",180460,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2006","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",181857,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2007","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",183252,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2008","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",184747,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2009","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",186231,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2010","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",187523,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2011","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",188603,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2012","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",189556,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2013","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",190398,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2014","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",191147,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2015","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",191808,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2016","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",192383,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2017","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",192873,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2018","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193278,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2019","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193589,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2020","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193834,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2021","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193987,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2022","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193885,"Population Living in Rural Areas"
"country/BRB","BB","Barbados","Count_Person_Rural","2023","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","","",193612,"Population Living in Rural Areas"
