"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1990","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",15.622,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1991","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",15.429,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1992","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",15.261,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1993","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",15.087,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1994","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.903,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1995","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.714,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1996","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.528,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1997","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.36,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1998","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.203,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","1999","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",14.077,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2000","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.955,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2001","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.823,"Crude Birth Rate"
