"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1994","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",8223.1668118172,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1995","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",8460.473808691,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1996","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",9011.7788483872,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1997","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",9521.5712737712,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1998","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",10734.3637242884,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","1999","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",11244.3087668392,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","2000","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",11674.6736471764,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","2001","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",11639.5160522054,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","2002","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",11760.4524736133,"Nominal GDP Per Capita"
"country/BRB","BB","Barbados","Amount_EconomicActivity_GrossDomesticProduction_Nominal_PerCapita","2003","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","USDollar","USD",12075.9587020649,"Nominal GDP Per Capita"
